activity_type,company_name,full_name,job_title,email,phone,address,city,state,country,zip_code,industry,nature_of_business,engagement_level,company_size,company_revenue,last_activity,content_name,asset_description,booth_scan_notes,consent_statement_served,consent_response
Product View,Onyx Security,Joan James,Endpoint Security Engineer,jjames@onyxsecurity.org,+51 614-8059,8421 Hill Rd,Dubai,Dubai,United Arab Emirates,00000,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very Low,Unavailable,$100M-$500M,2026-06-10 14:43:53,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nebula Cloud,Richard Wood,Malware Analyst,richardw@nebulacloud.co,+67 543-2788,917 Cedar Blvd,Seoul,Seoul,South Korea,04524,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Very Low,1K-5K,$1M-$10M,2026-06-10 08:58:02,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Badge Scan,Cobalt Security,Madison Wright,Third Party Risk Manager,mwright@cobaltsecuri.net,(951) 908-5395,8212 Maple Dr,Seattle,WA,United States  ,98101,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Low,1K-5K,$500M-$1B,2026-06-10 13:14:33,Not Applicable,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nexus Technologies,Pamela Sanders,CTO,psanders@nexustechnol.io,(391) 540-8458,2423 Main St,Denver,CO,United States  ,80201,Oil And Gas Extraction,Oil And Gas Extraction,High,50K+,$500M-$1B,2026-06-10 08:22:44,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Product View,Horizon Analytics,Shirley Martinez,IT Manager,shirley.martinez@horizonanaly.io,(780) 896-5762,3840 Church St,New York,NY,United States  ,10001,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very High,501-1K,$10M-$50M,2026-06-10 09:42:34,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Content Download,Cascade Solutions,Nicole Patel,IT Manager,nicole@cascadesolut.net,+39 827-6467,8584 Lincoln Blvd,Dubai,Dubai,United Arab Emirates,00000,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,101-500,$100M-$500M,2026-06-10 17:27:13,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Zenith Labs,Emily Evans,GRC Manager,emily.evans@zenithlabs.co,(398) 586-2768,4587 Spring St,Phoenix,AZ,United States  ,85001,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",High,501-1K,$100M-$500M,2026-06-10 14:21:01,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Product View,Iron Gate Tech,Tyler Ramos,SIEM Engineer,tylerr@irongatetech.com,+59 680-6685,4825 Harbor Dr,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,Other Information Services,Other Information Services,Very Low,Unavailable,$10M-$50M,2026-06-10 16:29:20,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Pylon Solutions,Hannah Nguyen,IT Director,hannah.nguyen@pylonsolutio.com,+28 389-3022,971 Broadway,Belo Horizonte,MG,Brazil,30130,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Medium,1-100,$1B-$10B,2026-06-10 14:24:45,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Vanguard Tech,Richard Allen,Cloud Security Engineer,richard.allen@vanguardtech.org,+38 324-1526,7852 Valley Dr,Singapore,Singapore,Singapore,048616,Oil And Gas Extraction,Oil And Gas Extraction,Low,50K+,$1B-$10B,2026-06-10 15:15:56,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Crest Analytics,Eric Hill,VP Engineering,ehill@crestanalyti.io,+54 667-4268,5032 Lake St,Paris,Ile-de-France,France,75001,Scientific Research And Development Services,Scientific Research And Development Services,Very Low,5K-10K,More Than $10B,2026-06-10 17:56:11,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Content Download,Eclipse Security,Dennis Parker,Data Protection Officer,dennisp@eclipsesecur.net,(672) 228-1432,6996 Elm St,Portland,OR,United States  ,97201,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Low,5K-10K,$50M-$100M,2026-06-10 17:19:27,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Marble Data,Steven Richardson,SOC Analyst,stevenr@marbledata.co,(255) 286-1896,4526 Harbor Dr,Mesa,AZ,United States  ,85201,Insurance Carriers,Insurance Carriers,Medium,101-500,$100M-$500M,2026-06-10 16:45:53,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Evergreen IT,Jessica Thomas,Endpoint Security Engineer,jessica@evergreenit.io,+81 418-1105,8045 Lincoln Blvd,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,Other Information Services,Other Information Services,Low,101-500,$1M-$10M,2026-06-10 08:00:02,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Eclipse Security,Donald Gutierrez,Deputy CISO,donald.gutierrez@eclipsesecur.co,(507) 614-8925,3115 Cedar Blvd,Toronto,Ontario,Canada,M5A,Educational Services,Educational Services,Very High,5K-10K,More Than $10B,2026-06-10 10:14:33,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Apex Digital,Emily Brooks,Systems Administrator,emily@apexdigital.net,(496) 883-2638,9746 Broadway,Miami,FL,United States  ,33101,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Medium,5K-10K,$1B-$10B,2026-06-10 15:01:25,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Delta Analytics,Noah Turner,SOC Manager,noah@deltaanalyti.com,(234) 860-8282,798 Valley Dr,Phoenix,AZ,United States  ,85001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Low,Unavailable,More Than $10B,2026-06-10 13:02:27,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Stratos Computing,Kenneth Rivera,Systems Administrator,kenneth@stratoscompu.io,+59 832-3294,4660 Lake St,Dublin,Dublin,Ireland,D01,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,101-500,More Than $10B,2026-06-10 14:51:15,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Product View,Matrix Defense,George Kelly,SIEM Engineer,georgek@matrixdefens.co,+9 146-1483,2707 Cedar Blvd,Dublin,Dublin,Ireland,D01,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Very Low,101-500,More Than $10B,2026-06-10 16:40:22,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Obsidian Tech,Cynthia Foster,Red Team Lead,cynthia.foster@obsidiantech.com,(238) 967-2194,7334 Valley Dr,Toronto,Ontario,Canada,M5A,Software Publishers,Software Publishers,Very High,1-100,$10M-$50M,2026-06-10 13:50:47,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Vanguard Tech,Kelly Carter,IT Manager,kcarter@vanguardtech.org,(644) 741-4150,1509 Washington Ave,Mesa,AZ,United States  ,85201,Other Information Services,Other Information Services,Very Low,101-500,$50M-$100M,2026-06-10 08:36:18,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Slate Digital,Mary Campbell,Security Program Manager,maryc@slatedigital.co,+65 460-6840,9253 River Rd,Tel Aviv,Tel Aviv,Israel,6100000,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very Low,Unavailable,$1B-$10B,2026-06-10 14:50:49,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Product View,Vanguard Tech,Sara Hernandez,IT Manager,sara@vanguardtech.co,+3 329-5749,4218 Forest Ave,Bangalore,Karnataka,India,560001,Educational Services,Educational Services,Medium,101-500,$10M-$50M,2026-06-10 13:14:38,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Product View,Cobalt Security,Sean Kelly,Product Security Lead,sean.kelly@cobaltsecuri.com,+5 446-7904,4374 Maple Dr,Bangalore,Karnataka,India,560001,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Medium,1-100,$10M-$50M,2026-06-10 11:43:04,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Coral Systems,Gregory Long,Email Security Analyst,gregoryl@coralsystems.com,(812) 957-2320,9134 Broadway,Austin,TX,United States  ,78701,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Low,5K-10K,Less Than $1M,2026-06-10 09:53:39,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Zenith Labs,Megan Cook,IAM Specialist,meganc@zenithlabs.io,+88 800-1296,9152 Broadway,Singapore,Singapore,Singapore,048616,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,50K+,$1B-$10B,2026-06-10 10:16:47,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Vanguard Tech,Joyce Peterson,Network Security Engineer,jpeterson@vanguardtech.org,(437) 294-1164,3821 Mission St,Atlanta,GA,United States  ,30301,Educational Services,Educational Services,Very High,1-100,Less Than $1M,2026-06-10 12:32:58,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Vanguard Tech,Karen Davis,VP Engineering,kdavis@vanguardtech.co,+78 507-8843,2105 Elm St,Dubai,Dubai,United Arab Emirates,00000,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Very Low,5K-10K,Unavailable,2026-06-10 11:44:51,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Product View,Keystone Digital,Carolyn Lewis,GRC Manager,carolyn.lewis@keystonedigi.co,+7 454-7731,8066 Park Ave,Paris,Ile-de-France,France,75001,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Very Low,1K-5K,$10M-$50M,2026-06-10 17:29:03,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Beacon Networks,Brandon Patel,VP of Security,brandon.patel@beaconnetwor.io,(710) 234-5428,4654 Washington Ave,Washington,DC,United States  ,20001,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,5K-10K,$1M-$10M,2026-06-10 09:05:13,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Content Download,Apex Digital,Jerry Murphy,IAM Specialist,jerry.murphy@apexdigital.io,+85 412-1512,8972 Valley Dr,Sao Paulo,SP,Brazil,01310,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Very Low,10K-50K,$100M-$500M,2026-06-10 11:56:31,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Pylon Solutions,Debra Castillo,Endpoint Security Engineer,debrac@pylonsolutio.net,+74 836-9501,4361 Pine Ln,Seoul,Seoul,South Korea,04524,Insurance Carriers,Insurance Carriers,High,Unavailable,$50M-$100M,2026-06-10 10:24:02,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Nova Platforms,Brenda Mendoza,Security Consultant,brenda@novaplatform.com,(570) 475-5104,302 Harbor Dr,Boston,MA,United States  ,02101,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Medium,10K-50K,$100M-$500M,2026-06-10 11:15:16,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Content Download,Keystone Digital,Noah Williams,Cloud Architect,noah.williams@keystonedigi.co,(483) 824-6145,1149 Market St,New York,NY,United States  ,10001,Insurance Carriers,Insurance Carriers,Low,5K-10K,$100M-$500M,2026-06-10 12:43:29,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Radiant Software,Steven Robinson,IAM Specialist,stevenr@radiantsoftw.co,(793) 524-1687,9167 Cedar Blvd,Miami,FL,United States  ,33101,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,5K-10K,$100M-$500M,2026-06-10 08:17:36,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Vertex Solutions,Gerald Alvarez,Security Architect,gerald.alvarez@vertexsoluti.co,(442) 408-6337,9444 Valley Dr,Calgary,Alberta,Canada,T2P,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,101-500,$1B-$10B,2026-06-10 13:09:12,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Crest Analytics,Michael Adams,Cloud Architect,michael@crestanalyti.com,+6 397-3458,9786 Main St,Mumbai,Maharashtra,India,400001,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Very Low,1K-5K,$500M-$1B,2026-06-10 17:17:55,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Content Download,Sterling Systems,Lawrence Alvarez,Threat Intelligence Analyst,lawrencea@sterlingsyst.io,(751) 950-2986,8746 Oak Ave,Washington,DC,United States  ,20001,Scientific Research And Development Services,Scientific Research And Development Services,Very High,Unavailable,Unavailable,2026-06-10 17:28:20,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Product View,Atlas Computing,Samantha Wright,GRC Manager,samantha.wright@atlascomputi.org,(909) 446-8291,6816 Valley Dr,Mesa,AZ,United States  ,85201,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very Low,10K-50K,Unavailable,2026-06-10 17:12:17,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Aegis Solutions,Raymond Wood,IAM Specialist,raymondw@aegissolutio.io,(890) 798-3263,4364 Lake St,Calgary,Alberta,Canada,T2P,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Medium,10K-50K,$1M-$10M,2026-06-10 09:29:01,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Sentinel Corp,Olivia Cook,Data Protection Officer,olivia@sentinelcorp.com,(983) 767-8698,1754 River Rd,Mesa,AZ,United States  ,85201,Other Information Services,Other Information Services,Very Low,50K+,Less Than $1M,2026-06-10 11:02:20,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Content Download,Onyx Security,Dorothy Rogers,Malware Analyst,dorothy@onyxsecurity.org,+44 705-2765,841 Elm St,Sao Paulo,SP,Brazil,01310,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Medium,Unavailable,$1B-$10B,2026-06-10 16:11:15,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Aegis Solutions,Justin Long,Threat Intelligence Analyst,justinl@aegissolutio.org,(588) 528-8185,2995 Church St,Portland,OR,United States  ,97201,Scientific Research And Development Services,Scientific Research And Development Services,Very High,5K-10K,$1M-$10M,2026-06-10 12:13:41,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Content Download,Quantum Systems,Christian Baker,Forensics Analyst,cbaker@quantumsyste.io,(640) 731-5558,9523 Lincoln Blvd,Mesa,AZ,United States  ,85201,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Medium,101-500,$500M-$1B,2026-06-10 13:11:04,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Content Download,Nova Platforms,Donald Torres,IT Director,donald@novaplatform.com,+19 198-4388,9146 Church St,Melbourne,VIC,Australia,3000,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Low,1-100,Less Than $1M,2026-06-10 17:49:38,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Product View,Helix Technologies,Deborah Smith,Email Security Analyst,deborahs@helixtechnol.io,(502) 312-2965,7381 Mission St,San Francisco,CA,United States  ,94102,Other Information Services,Other Information Services,High,5K-10K,$1M-$10M,2026-06-10 10:29:26,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Pinnacle Software,Sandra Rivera,Systems Administrator,sandra.rivera@pinnaclesoft.org,(923) 904-6157,728 Mission St,Minneapolis,MN,United States  ,55401,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very Low,10K-50K,$50M-$100M,2026-06-10 08:38:55,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Harbor IT,Gary Moore,Cloud Architect,gary@harborit.io,+17 303-2453,8559 Maple Dr,Sao Paulo,SP,Brazil,01310,Other Information Services,Other Information Services,Very Low,50K+,$1M-$10M,2026-06-10 16:55:57,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
